food,water_in_liter,electric_in_kwh,internet_in_gb,cloth_wash_in_kg,cost_rupiah
Rawon,0.80,8.50,0.20,0.90,37650.0
Ketoprak,0.80,8.50,0.20,0.90,30150.0
Siomay,0.80,8.50,0.20,0.90,26650.0
Nasi Goreng,1.00,8.50,0.20,0.90,32850.0
Indomie,1.00,8.50,0.20,0.90,19850.0
Bakso ayam,1.00,8.50,0.20,0.90,29850.0
Sate,1.00,8.50,0.20,0.90,33850.0
Rendang,1.00,8.50,0.20,0.90,42850.0
Sayur lodeh,1.00,8.50,0.20,0.90,31850.0
Gado Gado,1.00,8.50,0.20,0.90,30850.0
Rawon,1.00,8.50,0.20,0.90,37850.0
Ketoprak,1.00,8.50,0.20,0.90,30350.0
Siomay,1.00,8.50,0.20,0.90,26850.0
Nasi Goreng,1.20,8.50,0.20,0.90,33050.0
Indomie,1.20,8.50,0.20,0.90,20050.0
Bakso ayam,1.20,8.50,0.20,0.90,30050.0
Sate,1.20,8.50,0.20,0.90,34050.0
Rendang,1.20,8.50,0.20,0.90,43050.0
Sayur lodeh,1.20,8.50,0.20,0.90,32050.0
Gado Gado,1.20,8.50,0.20,0.90,31050.0
Rawon,1.20,8.50,0.20,0.90,38050.0
Ketoprak,1.20,8.50,0.20,0.90,30550.0
Siomay,1.20,8.50,0.20,0.90,27050.0
Nasi Goreng,1.40,8.50,0.20,0.90,33250.0
Indomie,1.40,8.50,0.20,0.90,20250.0
Bakso ayam,1.40,8.50,0.20,0.90,30250.0
Sate,1.40,8.50,0.20,0.90,34250.0
Rendang,1.40,8.50,0.20,0.90,43250.0
Sayur lodeh,1.40,8.50,0.20,0.90,32250.0
Gado Gado,1.40,8.50,0.20,0.90,31250.0
Rawon,1.40,8.50,0.20,0.90,38250.0
Ketoprak,1.40,8.50,0.20,0.90,30750.0
Siomay,1.40,8.50,0.20,0.90,27250.0
Nasi Goreng,1.60,8.50,0.20,0.90,33450.0
Indomie,1.60,8.50,0.20,0.90,20450.0
Bakso ayam,1.60,8.50,0.20,0.90,30450.0
Sate,1.60,8.50,0.20,0.90,34450.0
Rendang,1.60,8.50,0.20,0.90,43450.0
Sayur lodeh,1.60,8.50,0.20,0.90,32450.0
Gado Gado,1.60,8.50,0.20,0.90,31450.0
Rawon,1.60,8.50,0.20,0.90,38450.0
Ketoprak,1.60,8.50,0.20,0.90,30950.0
Siomay,1.60,8.50,0.20,0.90,27450.0
Nasi Goreng,1.80,8.50,0.20,0.90,33650.0
Indomie,1.80,8.50,0.20,0.90,20650.0
Bakso ayam,1.80,8.50,0.20,0.90,30650.0
Sate,1.80,8.50,0.20,0.90,34650.0
Rendang,1.80,8.50,0.20,0.90,43650.0
Sayur lodeh,1.80,8.50,0.20,0.90,32650.0
Gado Gado,1.80,8.50,0.20,0.90,31650.0
Rawon,1.80,8.50,0.20,0.90,38650.0
Ketoprak,1.80,8.50,0.20,0.90,31150.0
Siomay,1.80,8.50,0.20,0.90,27650.0
Nasi Goreng,2.00,8.50,0.20,0.90,33850.0
Indomie,2.00,8.50,0.20,0.90,20850.0
Bakso ayam,2.00,8.50,0.20,0.90,30850.0
Sate,2.00,8.50,0.20,0.90,34850.0
Rendang,2.00,8.50,0.20,0.90,43850.0
Sayur lodeh,2.00,8.50,0.20,0.90,32850.0
Gado Gado,2.00,8.50,0.20,0.90,31850.0
Rawon,2.00,8.50,0.20,0.90,38850.0
Ketoprak,2.00,8.50,0.20,0.90,31350.0
Siomay,2.00,8.50,0.20,0.90,27850.0
Nasi Goreng,2.20,8.50,0.20,0.90,34050.0
Indomie,2.20,8.50,0.20,0.90,21050.0
Bakso ayam,2.20,8.50,0.20,0.90,31050.0
Sate,2.20,8.50,0.20,0.90,35050.0
Rendang,2.20,8.50,0.20,0.90,44050.0
Sayur lodeh,2.20,8.50,0.20,0.90,33050.0
Gado Gado,2.20,8.50,0.20,0.90,32050.0
Rawon,2.20,8.50,0.20,0.90,39050.0
Ketoprak,2.20,8.50,0.20,0.90,31550.0
Siomay,2.20,8.50,0.20,0.90,28050.0
Nasi Goreng,2.40,8.50,0.20,0.90,34250.0
Indomie,2.40,8.50,0.20,0.90,21250.0
Bakso ayam,2.40,8.50,0.20,0.90,31250.0
Sate,2.40,8.50,0.20,0.90,35250.0
Rendang,2.40,8.50,0.20,0.90,44250.0
Sayur lodeh,2.40,8.50,0.20,0.90,33250.0
Gado Gado,2.40,8.50,0.20,0.90,32250.0
Rawon,2.40,8.50,0.20,0.90,39250.0
Ketoprak,2.40,8.50,0.20,0.90,31750.0
Siomay,2.40,8.50,0.20,0.90,28250.0
Nasi Goreng,2.60,8.50,0.20,0.90,34450.0
Indomie,2.60,8.50,0.20,0.90,21450.0
Bakso ayam,2.60,8.50,0.20,0.90,31450.0
Sate,2.60,8.50,0.20,0.90,35450.0
Rendang,2.60,8.50,0.20,0.90,44450.0
Sayur lodeh,2.60,8.50,0.20,0.90,33450.0
Gado Gado,2.60,8.50,0.20,0.90,32450.0
Rawon,2.60,8.50,0.20,0.90,39450.0
Ketoprak,2.60,8.50,0.20,0.90,31950.0
Siomay,2.60,8.50,0.20,0.90,28450.0
Nasi Goreng,0.80,10.00,0.20,0.90,34000.0
Indomie,0.80,10.00,0.20,0.90,21000.0
Bakso ayam,0.80,10.00,0.20,0.90,31000.0
Sate,0.80,10.00,0.20,0.90,35000.0
Rendang,0.80,10.00,0.20,0.90,44000.0
Sayur lodeh,0.80,10.00,0.20,0.90,33000.0
Gado Gado,0.80,10.00,0.20,0.90,32000.0
Rawon,0.80,10.00,0.20,0.90,39000.0
Ketoprak,0.80,10.00,0.20,0.90,31500.0
Siomay,0.80,10.00,0.20,0.90,28000.0
Nasi Goreng,1.00,10.00,0.20,0.90,34200.0
Indomie,1.00,10.00,0.20,0.90,21200.0
Bakso ayam,1.00,10.00,0.20,0.90,31200.0
Sate,1.00,10.00,0.20,0.90,35200.0
Rendang,1.00,10.00,0.20,0.90,44200.0
Sayur lodeh,1.00,10.00,0.20,0.90,33200.0
Gado Gado,1.00,10.00,0.20,0.90,32200.0
Rawon,1.00,10.00,0.20,0.90,39200.0
Ketoprak,1.00,10.00,0.20,0.90,31700.0
Siomay,1.00,10.00,0.20,0.90,28200.0
Nasi Goreng,1.20,10.00,0.20,0.90,34400.0
Indomie,1.20,10.00,0.20,0.90,21400.0
Bakso ayam,1.20,10.00,0.20,0.90,31400.0
Sate,1.20,10.00,0.20,0.90,35400.0
Rendang,1.20,10.00,0.20,0.90,44400.0
Sayur lodeh,1.20,10.00,0.20,0.90,33400.0
Gado Gado,1.20,10.00,0.20,0.90,32400.0
Rawon,1.20,10.00,0.20,0.90,39400.0
Ketoprak,1.20,10.00,0.20,0.90,31900.0
Siomay,1.20,10.00,0.20,0.90,28400.0
Nasi Goreng,1.40,10.00,0.20,0.90,34600.0
Indomie,1.40,10.00,0.20,0.90,21600.0
Bakso ayam,1.40,10.00,0.20,0.90,31600.0
Sate,1.40,10.00,0.20,0.90,35600.0
Rendang,1.40,10.00,0.20,0.90,44600.0
Sayur lodeh,1.40,10.00,0.20,0.90,33600.0
Gado Gado,1.40,10.00,0.20,0.90,32600.0
Rawon,1.40,10.00,0.20,0.90,39600.0
Ketoprak,1.40,10.00,0.20,0.90,32100.0
Siomay,1.40,10.00,0.20,0.90,28600.0
Nasi Goreng,1.60,10.00,0.20,0.90,34800.0
Indomie,1.60,10.00,0.20,0.90,21800.0
Bakso ayam,1.60,10.00,0.20,0.90,31800.0
Sate,1.60,10.00,0.20,0.90,35800.0
Rendang,1.60,10.00,0.20,0.90,44800.0
Sayur lodeh,1.60,10.00,0.20,0.90,33800.0
Gado Gado,1.60,10.00,0.20,0.90,32800.0
Rawon,1.60,10.00,0.20,0.90,39800.0
Ketoprak,1.60,10.00,0.20,0.90,32300.0
Siomay,1.60,10.00,0.20,0.90,28800.0
Nasi Goreng,1.80,10.00,0.20,0.90,35000.0
Indomie,1.80,10.00,0.20,0.90,22000.0
Bakso ayam,1.80,10.00,0.20,0.90,32000.0
Sate,1.80,10.00,0.20,0.90,36000.0
Rendang,1.80,10.00,0.20,0.90,45000.0
Sayur lodeh,1.80,10.00,0.20,0.90,34000.0
Gado Gado,1.80,10.00,0.20,0.90,33000.0
Rawon,1.80,10.00,0.20,0.90,40000.0
Ketoprak,1.80,10.00,0.20,0.90,32500.0
Siomay,1.80,10.00,0.20,0.90,29000.0
Nasi Goreng,2.00,10.00,0.20,0.90,35200.0
Indomie,2.00,10.00,0.20,0.90,22200.0
Bakso ayam,2.00,10.00,0.20,0.90,32200.0
Sate,2.00,10.00,0.20,0.90,36200.0
Rendang,2.00,10.00,0.20,0.90,45200.0
Sayur lodeh,2.00,10.00,0.20,0.90,34200.0
Gado Gado,2.00,10.00,0.20,0.90,33200.0
Rawon,2.00,10.00,0.20,0.90,40200.0
Ketoprak,2.00,10.00,0.20,0.90,32700.0
Siomay,2.00,10.00,0.20,0.90,29200.0
Nasi Goreng,2.20,10.00,0.20,0.90,35400.0
Indomie,2.20,10.00,0.20,0.90,22400.0
Bakso ayam,2.20,10.00,0.20,0.90,32400.0
Sate,2.20,10.00,0.20,0.90,36400.0
Rendang,2.20,10.00,0.20,0.90,45400.0
Sayur lodeh,2.20,10.00,0.20,0.90,34400.0
Gado Gado,2.20,10.00,0.20,0.90,33400.0
Rawon,2.20,10.00,0.20,0.90,40400.0
Ketoprak,2.20,10.00,0.20,0.90,32900.0
Siomay,2.20,10.00,0.20,0.90,29400.0
Nasi Goreng,2.40,10.00,0.20,0.90,35600.0
Indomie,2.40,10.00,0.20,0.90,22600.0
Bakso ayam,2.40,10.00,0.20,0.90,32600.0
Sate,2.40,10.00,0.20,0.90,36600.0
Rendang,2.40,10.00,0.20,0.90,45600.0
Sayur lodeh,2.40,10.00,0.20,0.90,34600.0
Gado Gado,2.40,10.00,0.20,0.90,33600.0
Rawon,2.40,10.00,0.20,0.90,40600.0
Ketoprak,2.40,10.00,0.20,0.90,33100.0
Siomay,2.40,10.00,0.20,0.90,29600.0
Nasi Goreng,2.60,10.00,0.20,0.90,35800.0
Indomie,2.60,10.00,0.20,0.90,22800.0
Bakso ayam,2.60,10.00,0.20,0.90,32800.0
Sate,2.60,10.00,0.20,0.90,36800.0
Rendang,2.60,10.00,0.20,0.90,45800.0
Sayur lodeh,2.60,10.00,0.20,0.90,34800.0
Gado Gado,2.60,10.00,0.20,0.90,33800.0
Rawon,2.60,10.00,0.20,0.90,40800.0
Ketoprak,2.60,10.00,0.20,0.90,33300.0
Siomay,2.60,10.00,0.20,0.90,29800.0
Nasi Goreng,0.80,11.50,0.20,0.90,35350.0
Indomie,0.80,11.50,0.20,0.90,22350.0
Bakso ayam,0.80,11.50,0.20,0.90,32350.0
Sate,0.80,11.50,0.20,0.90,36350.0
Rendang,0.80,11.50,0.20,0.90,45350.0
Sayur lodeh,0.80,11.50,0.20,0.90,34350.0
Gado Gado,0.80,11.50,0.20,0.90,33350.0
Rawon,0.80,11.50,0.20,0.90,40350.0
Ketoprak,0.80,11.50,0.20,0.90,32850.0
Siomay,0.80,11.50,0.20,0.90,29350.0
Nasi Goreng,1.00,11.50,0.20,0.90,35550.0
Indomie,1.00,11.50,0.20,0.90,22550.0
Bakso ayam,1.00,11.50,0.20,0.90,32550.0
Sate,1.00,11.50,0.20,0.90,36550.0
Rendang,1.00,11.50,0.20,0.90,45550.0
Sayur lodeh,1.00,11.50,0.20,0.90,34550.0
Gado Gado,1.00,11.50,0.20,0.90,33550.0
Rawon,1.00,11.50,0.20,0.90,40550.0
Ketoprak,1.00,11.50,0.20,0.90,33050.0
Siomay,1.00,11.50,0.20,0.90,29550.0
Nasi Goreng,1.20,11.50,0.20,0.90,35750.0
Indomie,1.20,11.50,0.20,0.90,22750.0
Bakso ayam,1.20,11.50,0.20,0.90,32750.0
Sate,1.20,11.50,0.20,0.90,36750.0
Rendang,1.20,11.50,0.20,0.90,45750.0
Sayur lodeh,1.20,11.50,0.20,0.90,34750.0
Gado Gado,1.20,11.50,0.20,0.90,33750.0
Rawon,1.20,11.50,0.20,0.90,40750.0
Ketoprak,1.20,11.50,0.20,0.90,33250.0
Siomay,1.20,11.50,0.20,0.90,29750.0
Nasi Goreng,1.40,11.50,0.20,0.90,35950.0
Indomie,1.40,11.50,0.20,0.90,22950.0
Bakso ayam,1.40,11.50,0.20,0.90,32950.0
Sate,1.40,11.50,0.20,0.90,36950.0
Rendang,1.40,11.50,0.20,0.90,45950.0
Sayur lodeh,1.40,11.50,0.20,0.90,34950.0
Gado Gado,1.40,11.50,0.20,0.90,33950.0
Rawon,1.40,11.50,0.20,0.90,40950.0
Ketoprak,1.40,11.50,0.20,0.90,33450.0
Siomay,1.40,11.50,0.20,0.90,29950.0
Nasi Goreng,1.60,11.50,0.20,0.90,36150.0
Indomie,1.60,11.50,0.20,0.90,23150.0
Bakso ayam,1.60,11.50,0.20,0.90,33150.0
Sate,1.60,11.50,0.20,0.90,37150.0
Rendang,1.60,11.50,0.20,0.90,46150.0
Sayur lodeh,1.60,11.50,0.20,0.90,35150.0
Gado Gado,1.60,11.50,0.20,0.90,34150.0
Rawon,1.60,11.50,0.20,0.90,41150.0
Ketoprak,1.60,11.50,0.20,0.90,33650.0
Siomay,1.60,11.50,0.20,0.90,30150.0
Nasi Goreng,1.80,11.50,0.20,0.90,36350.0
Indomie,1.80,11.50,0.20,0.90,23350.0
Bakso ayam,1.80,11.50,0.20,0.90,33350.0
Sate,1.80,11.50,0.20,0.90,37350.0
Rendang,1.80,11.50,0.20,0.90,46350.0
Sayur lodeh,1.80,11.50,0.20,0.90,35350.0
Gado Gado,1.80,11.50,0.20,0.90,34350.0
Rawon,1.80,11.50,0.20,0.90,41350.0
Ketoprak,1.80,11.50,0.20,0.90,33850.0
Siomay,1.80,11.50,0.20,0.90,30350.0
Nasi Goreng,2.00,11.50,0.20,0.90,36550.0
Indomie,2.00,11.50,0.20,0.90,23550.0
Bakso ayam,2.00,11.50,0.20,0.90,33550.0
Sate,2.00,11.50,0.20,0.90,37550.0
Rendang,2.00,11.50,0.20,0.90,46550.0
Sayur lodeh,2.00,11.50,0.20,0.90,35550.0
Gado Gado,2.00,11.50,0.20,0.90,34550.0
Rawon,2.00,11.50,0.20,0.90,41550.0
Ketoprak,2.00,11.50,0.20,0.90,34050.0
Siomay,2.00,11.50,0.20,0.90,30550.0
Nasi Goreng,2.20,11.50,0.20,0.90,36750.0
Indomie,2.20,11.50,0.20,0.90,23750.0
Bakso ayam,2.20,11.50,0.20,0.90,33750.0
Sate,2.20,11.50,0.20,0.90,37750.0
Rendang,2.20,11.50,0.20,0.90,46750.0
Sayur lodeh,2.20,11.50,0.20,0.90,35750.0
Gado Gado,2.20,11.50,0.20,0.90,34750.0
Rawon,2.20,11.50,0.20,0.90,41750.0
Ketoprak,2.20,11.50,0.20,0.90,34250.0
Siomay,2.20,11.50,0.20,0.90,30750.0
Nasi Goreng,2.40,11.50,0.20,0.90,36950.0
Indomie,2.40,11.50,0.20,0.90,23950.0
Bakso ayam,2.40,11.50,0.20,0.90,33950.0
Sate,2.40,11.50,0.20,0.90,37950.0
Rendang,2.40,11.50,0.20,0.90,46950.0
Sayur lodeh,2.40,11.50,0.20,0.90,35950.0
Gado Gado,2.40,11.50,0.20,0.90,34950.0
Rawon,2.40,11.50,0.20,0.90,41950.0
Ketoprak,2.40,11.50,0.20,0.90,34450.0
Siomay,2.40,11.50,0.20,0.90,30950.0
Nasi Goreng,2.60,11.50,0.20,0.90,37150.0
Indomie,2.60,11.50,0.20,0.90,24150.0
Bakso ayam,2.60,11.50,0.20,0.90,34150.0
Sate,2.60,11.50,0.20,0.90,38150.0
Rendang,2.60,11.50,0.20,0.90,47150.0
Sayur lodeh,2.60,11.50,0.20,0.90,36150.0
Gado Gado,2.60,11.50,0.20,0.90,35150.0
Rawon,2.60,11.50,0.20,0.90,42150.0
Ketoprak,2.60,11.50,0.20,0.90,34650.0
Siomay,2.60,11.50,0.20,0.90,31150.0
Nasi Goreng,0.80,13.00,0.20,0.90,36700.0
Indomie,0.80,13.00,0.20,0.90,23700.0
Bakso ayam,0.80,13.00,0.20,0.90,33700.0
Sate,0.80,13.00,0.20,0.90,37700.0
Rendang,0.80,13.00,0.20,0.90,46700.0
Sayur lodeh,0.80,13.00,0.20,0.90,35700.0
Gado Gado,0.80,13.00,0.20,0.90,34700.0
Rawon,0.80,13.00,0.20,0.90,41700.0
Ketoprak,0.80,13.00,0.20,0.90,34200.0
Siomay,0.80,13.00,0.20,0.90,30700.0
Nasi Goreng,1.00,13.00,0.20,0.90,36900.0
Indomie,1.00,13.00,0.20,0.90,23900.0
Bakso ayam,1.00,13.00,0.20,0.90,33900.0
Sate,1.00,13.00,0.20,0.90,37900.0
Rendang,1.00,13.00,0.20,0.90,46900.0
Sayur lodeh,1.00,13.00,0.20,0.90,35900.0
Gado Gado,1.00,13.00,0.20,0.90,34900.0
Rawon,1.00,13.00,0.20,0.90,41900.0
Ketoprak,1.00,13.00,0.20,0.90,34400.0
Siomay,1.00,13.00,0.20,0.90,30900.0
Nasi Goreng,1.20,13.00,0.20,0.90,37100.0
Indomie,1.20,13.00,0.20,0.90,24100.0
Bakso ayam,1.20,13.00,0.20,0.90,34100.0
Sate,1.20,13.00,0.20,0.90,38100.0
Rendang,1.20,13.00,0.20,0.90,47100.0
Sayur lodeh,1.20,13.00,0.20,0.90,36100.0
Gado Gado,1.20,13.00,0.20,0.90,35100.0
Rawon,1.20,13.00,0.20,0.90,42100.0
Ketoprak,1.20,13.00,0.20,0.90,34600.0
Siomay,1.20,13.00,0.20,0.90,31100.0
Nasi Goreng,1.40,13.00,0.20,0.90,37300.0
Indomie,1.40,13.00,0.20,0.90,24300.0
Bakso ayam,1.40,13.00,0.20,0.90,34300.0
Sate,1.40,13.00,0.20,0.90,38300.0
Rendang,1.40,13.00,0.20,0.90,47300.0
Sayur lodeh,1.40,13.00,0.20,0.90,36300.0
Gado Gado,1.40,13.00,0.20,0.90,35300.0
Rawon,1.40,13.00,0.20,0.90,42300.0
Ketoprak,1.40,13.00,0.20,0.90,34800.0
Siomay,1.40,13.00,0.20,0.90,31300.0
Nasi Goreng,1.60,13.00,0.20,0.90,37500.0
Indomie,1.60,13.00,0.20,0.90,24500.0
Bakso ayam,1.60,13.00,0.20,0.90,34500.0
Sate,1.60,13.00,0.20,0.90,38500.0
Rendang,1.60,13.00,0.20,0.90,47500.0
Sayur lodeh,1.60,13.00,0.20,0.90,36500.0
Gado Gado,1.60,13.00,0.20,0.90,35500.0
Rawon,1.60,13.00,0.20,0.90,42500.0
Ketoprak,1.60,13.00,0.20,0.90,35000.0
Siomay,1.60,13.00,0.20,0.90,31500.0
Nasi Goreng,1.80,13.00,0.20,0.90,37700.0
Indomie,1.80,13.00,0.20,0.90,24700.0
Bakso ayam,1.80,13.00,0.20,0.90,34700.0
Sate,1.80,13.00,0.20,0.90,38700.0
Rendang,1.80,13.00,0.20,0.90,47700.0
Sayur lodeh,1.80,13.00,0.20,0.90,36700.0
Gado Gado,1.80,13.00,0.20,0.90,35700.0
Rawon,1.80,13.00,0.20,0.90,42700.0
Ketoprak,1.80,13.00,0.20,0.90,35200.0
Siomay,1.80,13.00,0.20,0.90,31700.0
Nasi Goreng,2.00,13.00,0.20,0.90,37900.0
Indomie,2.00,13.00,0.20,0.90,24900.0
Bakso ayam,2.00,13.00,0.20,0.90,34900.0
Sate,2.00,13.00,0.20,0.90,38900.0
Rendang,2.00,13.00,0.20,0.90,47900.0
Sayur lodeh,2.00,13.00,0.20,0.90,36900.0
Gado Gado,2.00,13.00,0.20,0.90,35900.0
Rawon,2.00,13.00,0.20,0.90,42900.0
Ketoprak,2.00,13.00,0.20,0.90,35400.0
Siomay,2.00,13.00,0.20,0.90,31900.0
Nasi Goreng,2.20,13.00,0.20,0.90,38100.0
Indomie,2.20,13.00,0.20,0.90,25100.0
Bakso ayam,2.20,13.00,0.20,0.90,35100.0
Sate,2.20,13.00,0.20,0.90,39100.0
Rendang,2.20,13.00,0.20,0.90,48100.0
Sayur lodeh,2.20,13.00,0.20,0.90,37100.0
Gado Gado,2.20,13.00,0.20,0.90,36100.0
Rawon,2.20,13.00,0.20,0.90,43100.0
Ketoprak,2.20,13.00,0.20,0.90,35600.0
Siomay,2.20,13.00,0.20,0.90,32100.0
Nasi Goreng,2.40,13.00,0.20,0.90,38300.0
Indomie,2.40,13.00,0.20,0.90,25300.0
Bakso ayam,2.40,13.00,0.20,0.90,35300.0
Sate,2.40,13.00,0.20,0.90,39300.0
Rendang,2.40,13.00,0.20,0.90,48300.0
Sayur lodeh,2.40,13.00,0.20,0.90,37300.0
Gado Gado,2.40,13.00,0.20,0.90,36300.0
Rawon,2.40,13.00,0.20,0.90,43300.0
Ketoprak,2.40,13.00,0.20,0.90,35800.0
Siomay,2.40,13.00,0.20,0.90,32300.0
Nasi Goreng,2.60,13.00,0.20,0.90,38500.0
Indomie,2.60,13.00,0.20,0.90,25500.0
Bakso ayam,2.60,13.00,0.20,0.90,35500.0
Sate,2.60,13.00,0.20,0.90,39500.0
Rendang,2.60,13.00,0.20,0.90,48500.0
Sayur lodeh,2.60,13.00,0.20,0.90,37500.0
Gado Gado,2.60,13.00,0.20,0.90,36500.0
Rawon,2.60,13.00,0.20,0.90,43500.0
Ketoprak,2.60,13.00,0.20,0.90,36000.0
Siomay,2.60,13.00,0.20,0.90,32500.0
Nasi Goreng,0.80,14.50,0.20,0.90,38050.0
Indomie,0.80,14.50,0.20,0.90,25050.0
Bakso ayam,0.80,14.50,0.20,0.90,35050.0
Sate,0.80,14.50,0.20,0.90,39050.0
Rendang,0.80,14.50,0.20,0.90,48050.0
Sayur lodeh,0.80,14.50,0.20,0.90,37050.0
Gado Gado,0.80,14.50,0.20,0.90,36050.0
Rawon,0.80,14.50,0.20,0.90,43050.0
Ketoprak,0.80,14.50,0.20,0.90,35550.0
Siomay,0.80,14.50,0.20,0.90,32050.0
Nasi Goreng,1.00,14.50,0.20,0.90,38250.0
Indomie,1.00,14.50,0.20,0.90,25250.0
Bakso ayam,1.00,14.50,0.20,0.90,35250.0
Sate,1.00,14.50,0.20,0.90,39250.0
Rendang,1.00,14.50,0.20,0.90,48250.0
Sayur lodeh,1.00,14.50,0.20,0.90,37250.0
Gado Gado,1.00,14.50,0.20,0.90,36250.0
Rawon,1.00,14.50,0.20,0.90,43250.0
Ketoprak,1.00,14.50,0.20,0.90,35750.0
Siomay,1.00,14.50,0.20,0.90,32250.0
Nasi Goreng,1.20,14.50,0.20,0.90,38450.0
Indomie,1.20,14.50,0.20,0.90,25450.0
Bakso ayam,1.20,14.50,0.20,0.90,35450.0
Sate,1.20,14.50,0.20,0.90,39450.0
Rendang,1.20,14.50,0.20,0.90,48450.0
Sayur lodeh,1.20,14.50,0.20,0.90,37450.0
Gado Gado,1.20,14.50,0.20,0.90,36450.0
Rawon,1.20,14.50,0.20,0.90,43450.0
Ketoprak,1.20,14.50,0.20,0.90,35950.0
Siomay,1.20,14.50,0.20,0.90,32450.0
Nasi Goreng,1.40,14.50,0.20,0.90,38650.0
Indomie,1.40,14.50,0.20,0.90,25650.0
Bakso ayam,1.40,14.50,0.20,0.90,35650.0
Sate,1.40,14.50,0.20,0.90,39650.0
Rendang,1.40,14.50,0.20,0.90,48650.0
Sayur lodeh,1.40,14.50,0.20,0.90,37650.0
Gado Gado,1.40,14.50,0.20,0.90,36650.0
Rawon,1.40,14.50,0.20,0.90,43650.0
Ketoprak,1.40,14.50,0.20,0.90,36150.0
Siomay,1.40,14.50,0.20,0.90,32650.0
Nasi Goreng,1.60,14.50,0.20,0.90,38850.0
Indomie,1.60,14.50,0.20,0.90,25850.0
Bakso ayam,1.60,14.50,0.20,0.90,35850.0
Sate,1.60,14.50,0.20,0.90,39850.0
Rendang,1.60,14.50,0.20,0.90,48850.0
Sayur lodeh,1.60,14.50,0.20,0.90,37850.0
Gado Gado,1.60,14.50,0.20,0.90,36850.0
Rawon,1.60,14.50,0.20,0.90,43850.0
Ketoprak,1.60,14.50,0.20,0.90,36350.0
Siomay,1.60,14.50,0.20,0.90,32850.0
Nasi Goreng,1.80,14.50,0.20,0.90,39050.0
Indomie,1.80,14.50,0.20,0.90,26050.0
Bakso ayam,1.80,14.50,0.20,0.90,36050.0
Sate,1.80,14.50,0.20,0.90,40050.0
Rendang,1.80,14.50,0.20,0.90,49050.0
Sayur lodeh,1.80,14.50,0.20,0.90,38050.0
Gado Gado,1.80,14.50,0.20,0.90,37050.0
Rawon,1.80,14.50,0.20,0.90,44050.0
Ketoprak,1.80,14.50,0.20,0.90,36550.0
Siomay,1.80,14.50,0.20,0.90,33050.0
Nasi Goreng,2.00,14.50,0.20,0.90,39250.0
Indomie,2.00,14.50,0.20,0.90,26250.0
Bakso ayam,2.00,14.50,0.20,0.90,36250.0
Sate,2.00,14.50,0.20,0.90,40250.0
Rendang,2.00,14.50,0.20,0.90,49250.0
Sayur lodeh,2.00,14.50,0.20,0.90,38250.0
Gado Gado,2.00,14.50,0.20,0.90,37250.0
Rawon,2.00,14.50,0.20,0.90,44250.0
Ketoprak,2.00,14.50,0.20,0.90,36750.0
Siomay,2.00,14.50,0.20,0.90,33250.0
Nasi Goreng,2.20,14.50,0.20,0.90,39450.0
Indomie,2.20,14.50,0.20,0.90,26450.0
Bakso ayam,2.20,14.50,0.20,0.90,36450.0
Sate,2.20,14.50,0.20,0.90,40450.0
Rendang,2.20,14.50,0.20,0.90,49450.0
Sayur lodeh,2.20,14.50,0.20,0.90,38450.0
Gado Gado,2.20,14.50,0.20,0.90,37450.0
Rawon,2.20,14.50,0.20,0.90,44450.0
Ketoprak,2.20,14.50,0.20,0.90,36950.0
Siomay,2.20,14.50,0.20,0.90,33450.0
Nasi Goreng,2.40,14.50,0.20,0.90,39650.0
Indomie,2.40,14.50,0.20,0.90,26650.0
Bakso ayam,2.40,14.50,0.20,0.90,36650.0
Sate,2.40,14.50,0.20,0.90,40650.0
Rendang,2.40,14.50,0.20,0.90,49650.0
Sayur lodeh,2.40,14.50,0.20,0.90,38650.0
Gado Gado,2.40,14.50,0.20,0.90,37650.0
Rawon,2.40,14.50,0.20,0.90,44650.0
Ketoprak,2.40,14.50,0.20,0.90,37150.0
Siomay,2.40,14.50,0.20,0.90,33650.0
Nasi Goreng,2.60,14.50,0.20,0.90,39850.0
Indomie,2.60,14.50,0.20,0.90,26850.0
Bakso ayam,2.60,14.50,0.20,0.90,36850.0
Sate,2.60,14.50,0.20,0.90,40850.0
Rendang,2.60,14.50,0.20,0.90,49850.0
Sayur lodeh,2.60,14.50,0.20,0.90,38850.0
Gado Gado,2.60,14.50,0.20,0.90,37850.0
Rawon,2.60,14.50,0.20,0.90,44850.0
Ketoprak,2.60,14.50,0.20,0.90,37350.0
Siomay,2.60,14.50,0.20,0.90,33850.0
Nasi Goreng,0.80,1.00,0.35,0.90,26050.0
Indomie,0.80,1.00,0.35,0.90,13050.0
Bakso ayam,0.80,1.00,0.35,0.90,23050.0
Sate,0.80,1.00,0.35,0.90,27050.0
Rendang,0.80,1.00,0.35,0.90,36050.0
Sayur lodeh,0.80,1.00,0.35,0.90,25050.0
Gado Gado,0.80,1.00,0.35,0.90,24050.0
Rawon,0.80,1.00,0.35,0.90,31050.0
Ketoprak,0.80,1.00,0.35,0.90,23550.0
Siomay,0.80,1.00,0.35,0.90,20050.0
Nasi Goreng,1.00,1.00,0.35,0.90,26250.0
Indomie,1.00,1.00,0.35,0.90,13250.0
Bakso ayam,1.00,1.00,0.35,0.90,23250.0
Sate,1.00,1.00,0.35,0.90,27250.0
Rendang,1.00,1.00,0.35,0.90,36250.0
Sayur lodeh,1.00,1.00,0.35,0.90,25250.0
